State,State code,Clean,Bioenergy,Coal,Gas,Fossil,Solar,Hydro,Nuclear,Wind,Other Renewables,Other Fossil,Total Generation,Clean_prop,Bioenergy_prop,Coal_prop,Gas_prop,Fossil_prop,Solar_prop,Hydro_prop,Nuclear_prop,Wind_prop,Other Renewables_prop,Other Fossil_prop,Total Generation_prop,Democrat,Republican,Total,Democrat_prop,Republican_prop,Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,yearly_sunlight_kwh_kw_threshold_avg,existing_installs_count,carbon_offset_metric_tons,carbon_offset_metric_tons_per_panel,carbon_offset_metric_tons_per_capita,existing_installs_count_per_capita,panel_utilization,carbon_offset_kg_per_panel,carbon_offset_kg,black_population,black_prop,white_population,white_prop,asian_population,asian_prop,hispanic_population,hispanic_prop,native_population,native_prop,"Net Upfront Cost (assuming $17,500 system @ $2.5 per W, federal tax credit)","Adjusted Payback Period (Years, under energy generation assumptions)",State-level Incentives,Numeric state-level upfront incentive,Notes,estimated_install_count,Residential_cap_24,Residential_cap_25,Residential_gen_24,Residential_gen_25,Commercial_cap_24,Commercial_cap_25,Commercial_gen_24,Commercial_gen_25,Industrial_cap_24,Industrial_cap_25,Industrial_gen_24,Industrial_gen_25,Total_cap_24,Total_cap_25,Total_gen_24,Total_gen_25,Residential_cap_prop_24,Residential_gen_prop_24,Residential_cap_prop_25,Residential_gen_prop_25,Residential_added_cap,Residential_added_gen,prop_cap_added,energy_ratio_by_income_bracket,energy_burden_by_income_bracket
Mississippi,MS,10424,1297.36,5651.37,51719.17,57379.69,525.92,0,8600.33,0,0.39,9.15,67803.69,0.153737946,0.019134062,0.083349004,0.762778102,0.846262054,0.00775651,0,0.126841622,0,5.75E-06,0.000134948,1,539398,756764,1313759,0.410576065,0.576029546,19543.23611,7540.097222,59926.13889,31825.55556,3179.833333,1090.379495,4.944444444,91775.38216,0.208190467,5.538371054,0.000211415,8.29E-06,208.1904672,91775382.16,489834,0.001931529,822905,0.003244906,21011,8.29E-05,56011,0.000220864,3078,1.21E-05,12250,10,No state-level incentive,0,Net billing; avoided cost + adder (~3-5/kWh),482.3274856,318.297,300.36,31454.769,29568.714,156.867,162.412,15371.884,15895.254,11.902,22.853,1151.446,2198.987,487.066,485.625,47978.1,47662.96,0.009700066,0.009603703,0.008173518,0.008024306,-17.937,-1886.055,-0.004559427,"{'1000-9999': 0.7053780634498336, '10000-14999': 0.6570131744768631, '15000-19999': 0.6618317886147131, '20000-24999': 0.6618317886147131, '25000-29999': 0.6108634311548874, '30000-34999': 0.6095712704409345, '35000-39999': 0.6101908297612623, '40000-44999': 0.6116174129747216, '45000-49999': 0.568187692455498, '50000-59999': 0.56943260019877, '60000-74999': 0.5316534069869413, '75000-99999': 0.531434408565963, '100000-124999': 0.4728401393929664, '125000-149999': 0.47376408193548336, '150000-199999': 0.39868773276726643, '200000-10000000': 0.3959150110575343}","{'1000-9999': 0.3233565761540132, '10000-14999': 0.10978355672124482, '15000-19999': 0.0775138386734076, '20000-24999': 0.0775138386734076, '25000-29999': 0.06669775899636565, '30000-34999': 0.05405213824871747, '35000-39999': 0.04563066233501126, '40000-44999': 0.039327398437378674, '45000-49999': 0.037337637150237815, '50000-59999': 0.028724282438105337, '60000-74999': 0.0251647905924527, '75000-99999': 0.019732789068020274, '100000-124999': 0.01716814482597939, '125000-149999': 0.013980753750314474, '150000-199999': 0.01294244277248947, '200000-10000000': 0.0005986091657430025}"
Missouri,MO,18745.54,113.25,52832.38,8151.58,61146.92,680.76,1549.21,8874.77,7524.6,2.95,162.96,79892.46,0.234634658,0.001417531,0.661293694,0.102031906,0.765365342,0.008520954,0.019391192,0.11108395,0.094184107,3.69E-05,0.002039742,1,1253014,1718736,3025962,0.414087817,0.567996558,19421.37245,8021.270408,75464.94388,40265.7398,2251.663265,1063.39864,14.50510204,105845.6515,0.244385087,7.744439337,0.000864194,3.48E-05,244.3850868,105845651.5,634240,0.002500956,2756449,0.01086932,111777,0.000440763,203786,0.000803576,9278,3.66E-05,10500,11,No state-level incentive,0,Net metering; full retail credit,640.1738489,11.363,12.146,1208.988,1293.339,5.348,5.697,566.264,603.751,0.448,0,46.472,0,17.159,18.203,1821.72,1934.48,0.000346286,0.000369126,0.000330522,0.000350984,0.783,84.351,0.000199032,"{'1000-9999': 0.9010760446358758, '10000-14999': 0.9515623016333661, '15000-19999': 0.9505267070982271, '20000-24999': 0.9505267070982271, '25000-29999': 0.8281810635485933, '30000-34999': 0.8284480087607283, '35000-39999': 0.8235622612597449, '40000-44999': 0.8338769882342382, '45000-49999': 0.8164592287251373, '50000-59999': 0.8085598368006536, '60000-74999': 0.7000412222883484, '75000-99999': 0.69959359657218, '100000-124999': 0.6159150888623671, '125000-149999': 0.6170534803959797, '150000-199999': 0.5149023209701336, '200000-10000000': 0.5148859133193994}","{'1000-9999': 0.2330298206404265, '10000-14999': 0.06992882608430676, '15000-19999': 0.051240787332099684, '20000-24999': 0.051240787332099684, '25000-29999': 0.0443594835718001, '30000-34999': 0.03598008227829727, '35000-39999': 0.03115644610635874, '40000-44999': 0.0264261082914596, '45000-49999': 0.023525249808994904, '50000-59999': 0.01867121799256937, '60000-74999': 0.01747830031316027, '75000-99999': 0.013510632680191401, '100000-124999': 0.012080997103020895, '125000-149999': 0.00969651869897234, '150000-199999': 0.009112835269633322, '200000-10000000': 0.0005414657110084061}"
Montana,MT,14020.65,27.95,11651.07,728.76,12667.54,84.91,9885.93,0,4021.86,0,287.71,26688.19,0.525350352,0.00104728,0.436562764,0.02730646,0.474649648,0.003181557,0.370423397,0,0.150698118,0,0.010780424,1,244786,343602,603674,0.405493694,0.569184692,22949.69565,9360.608696,70919.95652,39748.08696,2609,1010.686957,11.30434783,31112.59983,0.077026721,1.064514844,0.00044967,3.79E-05,77.02672136,31112599.83,3897,1.54E-05,462068,0.001822042,6309,2.49E-05,24263,9.57E-05,20114,7.93E-05,12250,14,No state-level incentive,0,Net metering; full retail credit,84.01216564,48.107,70.727,3530.642,5192.891,11.3,13.605,825.803,992.54,0,0,0,0,59.407,84.332,4356.45,6185.43,0.001466056,0.001077968,0.001924652,0.001409238,22.62,1662.249,0.005749804,"{'1000-9999': 1.056571269384248, '10000-14999': 1.0971320907806696, '15000-19999': 1.0948399196189316, '20000-24999': 1.0948399196189316, '25000-29999': 0.9012596998425775, '30000-34999': 0.9057243920267833, '35000-39999': 0.9125557695073606, '40000-44999': 0.9027759020342293, '45000-49999': 0.8324040099518225, '50000-59999': 0.835431099256154, '60000-74999': 0.7648331641166387, '75000-99999': 0.7631112627851422, '100000-124999': 0.7005811963953256, '125000-149999': 0.703147766244416, '150000-199999': 0.6345624118666352, '200000-10000000': 0.6327272096395479}","{'1000-9999': 0.2171223231454709, '10000-14999': 0.057138464603579076, '15000-19999': 0.04000663523084209, '20000-24999': 0.04000663523084209, '25000-29999': 0.038425943308897606, '30000-34999': 0.031157182990189148, '35000-39999': 0.026442162066136803, '40000-44999': 0.022920789677375472, '45000-49999': 0.022070613976165936, '50000-59999': 0.01686103822021646, '60000-74999': 0.01505127174165954, '75000-99999': 0.011604890911857497, '100000-124999': 0.009862145037521988, '125000-149999': 0.008081678331208963, '150000-199999': 0.0068644214394944164, '200000-10000000': 0.0006708640655167517}"
Nebraska,NE,19506.58,88.51,19945.27,1260.18,21240.45,109.99,1057.37,5618.5,12614.06,18.15,35,40747.03,0.478723971,0.002172183,0.489490154,0.030926917,0.521276029,0.002699338,0.025949621,0.13788735,0.309570047,0.000445431,0.000858958,1,374583,556846,956383,0.391666309,0.582241633,15080.91781,5957.520548,86224.34247,43816.46575,1523.506849,1070.067086,2.808219178,46274.58563,0.15770084,3.293173861,0.000170701,8.32E-06,157.7008399,46274585.63,83797,0.000330431,851800,0.003358846,42664,0.000168234,130748,0.00051557,6889,2.72E-05,12250,13,No state-level incentive,0,"Net metering; full retail credit, upfront incentives for businesses",102.787948,374.317,427.692,43398.585,49572.669,116.735,129.367,13452.381,14896.05,11.155,12.136,1300.646,1415.223,502.207,569.195,58151.61,65883.94,0.01140727,0.013250364,0.011638528,0.013452945,53.375,6174.084,0.013567454,"{'1000-9999': 0.8904450991058316, '10000-14999': 0.9574314637091002, '15000-19999': 0.954384598259803, '20000-24999': 0.954384598259803, '25000-29999': 0.8332288243697105, '30000-34999': 0.8321587597831173, '35000-39999': 0.8423207086479039, '40000-44999': 0.8378470702765509, '45000-49999': 0.8108101184844803, '50000-59999': 0.814907928655963, '60000-74999': 0.7055920336575453, '75000-99999': 0.7059411672428147, '100000-124999': 0.6274703776817653, '125000-149999': 0.6213910670705596, '150000-199999': 0.5194301356610774, '200000-10000000': 0.5185455953289505}","{'1000-9999': 0.2382554471091899, '10000-14999': 0.06452029104649883, '15000-19999': 0.04659093027044802, '20000-24999': 0.04659093027044802, '25000-29999': 0.04105952578487218, '30000-34999': 0.03382660677125492, '35000-39999': 0.027945865297181616, '40000-44999': 0.02432682419719242, '45000-49999': 0.022191632472724116, '50000-59999': 0.017228507215151682, '60000-74999': 0.015971204988410228, '75000-99999': 0.012587878174572301, '100000-124999': 0.01091014428204715, '125000-149999': 0.008953409114878389, '150000-199999': 0.008557924578994573, '200000-10000000': 0.0006712234088394923}"
Nevada,NV,16381.91,48.89,2735.26,24844.42,27594.88,10414.56,1685.78,0,315.55,3917.13,15.2,43976.79,0.372512637,0.001111723,0.062197809,0.564943917,0.627487363,0.236819468,0.038333403,0,0.007175376,0.089072668,0.000345637,1,703486,669890,1405376,0.50056782,0.476662473,33978.7973,12829.08108,76851.7973,42388.52703,4513.472973,1363.400289,172.0405405,88216.03558,0.148854146,2.685537495,0.004598991,0.000272233,148.8541458,88216035.58,235433,0.000928367,1351920,0.005330935,235877,0.000930118,786388,0.003100911,27827,0.000109728,12250,10,No state-level incentive,0,Net billing; export credit at ~75% of retail,7638.666418,0.953,1.235,46.689,60.071,0.938,0.996,49.04,52.462,0,0,0,0,1.891,2.231,95.73,112.533,2.90E-05,1.43E-05,3.36E-05,1.63E-05,0.282,13.382,7.17E-05,"{'1000-9999': 1.4094165578513134, '10000-14999': 1.441103277665647, '15000-19999': 1.4442157888655625, '20000-24999': 1.4442157888655625, '25000-29999': 1.2122242426268315, '30000-34999': 1.205751074787985, '35000-39999': 1.214463787437161, '40000-44999': 1.2143152047705046, '45000-49999': 1.1081029187505926, '50000-59999': 1.104867222463446, '60000-74999': 1.013068430361842, '75000-99999': 1.0185523046712655, '100000-124999': 0.9373769252920879, '125000-149999': 0.9350161660999807, '150000-199999': 0.8386688033821874, '200000-10000000': 0.8444549526914266}","{'1000-9999': 0.23576667920186006, '10000-14999': 0.07072732548565099, '15000-19999': 0.05135146030719526, '20000-24999': 0.05135146030719526, '25000-29999': 0.04697391988521946, '30000-34999': 0.03736555556806079, '35000-39999': 0.03222092483300144, '40000-44999': 0.027906713057051866, '45000-49999': 0.026682885315044678, '50000-59999': 0.02051638773468041, '60000-74999': 0.01844532155914968, '75000-99999': 0.014102596010754961, '100000-124999': 0.011860009368968973, '125000-149999': 0.009712941572268723, '150000-199999': 0.008542607013260317, '200000-10000000': 0.0004745563678909017}"
New Hampshire,NH,13702.09,852.76,305.46,4501.92,5302.59,244.19,1201.29,10921.53,482.32,0,495.21,19004.68,0.720985042,0.044871053,0.016072883,0.236884809,0.279014958,0.01284894,0.06321022,0.574675817,0.025379012,0,0.026057266,1,424921,365654,806182,0.527078253,0.453562595,14385.44231,5659.365385,110648.4423,55103.15385,959.8269231,975.5014585,5.038461538,21236.849,0.122145272,1.208522639,0.000273781,3.83E-05,122.1452721,21236849,15693,6.19E-05,650794,0.002566232,28590,0.000112737,45048,0.000177635,1039,4.10E-06,12250,7,No state-level incentive,0,Net metering; full retail credit,250.3225371,24.16,26.342,2341.752,2553.814,7.14,7.771,698.471,758.866,2.145,2.233,201.321,209.544,33.445,36.346,3241.54,3522.22,0.000736273,0.000714979,0.000716829,0.00069305,2.182,212.062,0.000554645,"{'1000-9999': 1.0072509573141013, '10000-14999': 1.0865151468740553, '15000-19999': 1.0762519106622526, '20000-24999': 1.0762519106622526, '25000-29999': 0.9925859849135892, '30000-34999': 0.9966893153595309, '35000-39999': 0.9898289319241573, '40000-44999': 0.9926815746964635, '45000-49999': 0.9136356024300324, '50000-59999': 0.9141611410609665, '60000-74999': 0.7925001835986425, '75000-99999': 0.7935579620900701, '100000-124999': 0.7208011199942802, '125000-149999': 0.7205715283281439, '150000-199999': 0.6217277656892314, '200000-10000000': 0.6211557223577525}","{'1000-9999': 0.43619487153946523, '10000-14999': 0.1217486537733234, '15000-19999': 0.08969756151809073, '20000-24999': 0.08969756151809073, '25000-29999': 0.0739378553769078, '30000-34999': 0.06001912140403952, '35000-39999': 0.05076363777350056, '40000-44999': 0.04437489567270604, '45000-49999': 0.04279905041252031, '50000-59999': 0.03254963259237924, '60000-74999': 0.03086820134771301, '75000-99999': 0.023747007800156893, '100000-124999': 0.020326135505087994, '125000-149999': 0.016640288557312602, '150000-199999': 0.015386036284046556, '200000-10000000': 0.001281272481123099}"
New Jersey,NJ,33567.68,663.47,497.78,33394.32,34668.87,4690.9,0,28318.8,21.63,3.51,776.77,68236.55,0.491931084,0.009723088,0.007294917,0.48939051,0.508068916,0.068744683,0,0.415009258,0.000316986,5.14E-05,0.011383489,1,2608335,1883274,4549353,0.573341968,0.413965239,18667.30719,6917.470588,114930.39,55892.42702,1829.213508,999.6258353,27.49673203,46242.56899,0.180841803,2.781814424,0.001591513,0.000114346,180.8418028,46242568.99,1182224,0.004661784,4958129,0.019551056,892763,0.003520372,1899038,0.007488349,28963,0.000114208,12250,8,No state-level incentive,0,Net metering; full retail credit,4692.655826,156.039,184.79,12267.649,14999.115,74.487,78.462,6804.48,7215.503,7.985,8.047,750.749,756.704,238.511,271.299,19822.88,22971.32,0.004755272,0.003745533,0.00502858,0.004070434,28.751,2731.466,0.00730825,"{'1000-9999': 1.0378065551087154, '10000-14999': 1.113007227514653, '15000-19999': 1.1050376073730177, '20000-24999': 1.1050376073730177, '25000-29999': 1.0256109916666534, '30000-34999': 1.0169285881508408, '35000-39999': 1.0192429307792372, '40000-44999': 1.0227601039920688, '45000-49999': 0.9486248832858603, '50000-59999': 0.9434756359597257, '60000-74999': 0.8174311073512592, '75000-99999': 0.8146262236467509, '100000-124999': 0.7346535263137594, '125000-149999': 0.736221064562981, '150000-199999': 0.6417890673517324, '200000-10000000': 0.638830452844634}","{'1000-9999': 0.3085134394696497, '10000-14999': 0.07632071297582953, '15000-19999': 0.05732987265671885, '20000-24999': 0.05732987265671885, '25000-29999': 0.049085529851525186, '30000-34999': 0.039915044544789946, '35000-39999': 0.03400065567760837, '40000-44999': 0.028907393423543596, '45000-49999': 0.027469339327359062, '50000-59999': 0.021527929980853868, '60000-74999': 0.020165973572651808, '75000-99999': 0.015708061054734653, '100000-124999': 0.013511268067465157, '125000-149999': 0.011030199791833294, '150000-199999': 0.009998448220017829, '200000-10000000': 0.0007898670981095849}"
New Mexico,NM,17193.48,17.07,13292,10978.17,24288.71,2566.44,120.82,0,14434.55,54.6,18.54,41482.19,0.414478599,0.000411502,0.32042667,0.264647792,0.585521401,0.061868479,0.002912575,0,0.347969815,0.001316228,0.000446939,1,501614,401894,923965,0.542892858,0.434966692,27427.86957,11028.26087,67073.43478,37837.84783,4415.73913,1416.537778,81.2826087,112360.0611,0.175872258,3.919185076,0.002850304,0.000118998,175.8722581,112360061.1,29537,0.000116471,779129,0.003072287,26402,0.000104109,649819,0.002562388,65495,0.000258262,10500,8,"10% state tax credit (up to $6,000)","1,750",Net metering; full retail credit,1811.769541,1278.983,1398.32,82548.44,103429.579,905.955,826.428,81833.374,75373.81,126.163,147.838,12221.019,14320.1,2311.1,2372.59,176602.83,193123.49,0.038976868,0.025203515,0.038051651,0.02806854,119.337,20881.139,0.030334411,"{'1000-9999': 1.4628805393488293, '10000-14999': 1.4851892591726865, '15000-19999': 1.506524607241292, '20000-24999': 1.506524607241292, '25000-29999': 1.2440622556258776, '30000-34999': 1.2572925252801803, '35000-39999': 1.2518595624611744, '40000-44999': 1.2571916592916919, '45000-49999': 1.1419280329631638, '50000-59999': 1.1582227336278519, '60000-74999': 1.0531165530958357, '75000-99999': 1.0526972113260757, '100000-124999': 0.9662024163127954, '125000-149999': 0.972030040378012, '150000-199999': 0.8758064464416294, '200000-10000000': 0.8739944534727422}","{'1000-9999': 0.24734474001398604, '10000-14999': 0.07049513672270347, '15000-19999': 0.049603950393040226, '20000-24999': 0.049603950393040226, '25000-29999': 0.04661140022013679, '30000-34999': 0.037513067830534215, '35000-39999': 0.03215739316000181, '40000-44999': 0.02779312331381276, '45000-49999': 0.026889377354652105, '50000-59999': 0.020549131534870285, '60000-74999': 0.018405292722577075, '75000-99999': 0.014233516850906083, '100000-124999': 0.012107820688217464, '125000-149999': 0.009744939057128362, '150000-199999': 0.008761472845230968, '200000-10000000': 0.0006247935114639247}"
New York,NY,65497.13,1880.13,0,60312.01,63159.49,5256.5,26980.83,26812.16,4567.51,0,2847.48,128656.62,0.509084803,0.01461355,0,0.468782796,0.490915197,0.040856817,0.209711945,0.208400936,0.035501554,0,0.022132402,1,5230985,3244798,8661735,0.603918845,0.374612938,24075.41738,9121.850427,102975.7179,54191.42023,3261.131054,977.315718,26.62250712,30802.03145,0.138574821,1.754889394,0.00228334,0.000127159,138.5748208,30802031.45,2904731,0.01145403,9045986,0.035670428,1721721,0.006789146,3691192,0.014555229,78517,0.000309611,7875,4,"25% state tax credit (up to $5,000)",4375,Net metering (residential <750 kW); transitioning to VDER,5378.507583,304.772,333.106,45249.83,49723.055,75.508,80.314,11043.675,11855.106,0.557,0.557,83.935,83.935,380.837,413.977,56377.44,61662.1,0.009287894,0.013815582,0.009064615,0.013493757,28.334,4473.225,0.007202253,"{'1000-9999': 1.0605438568319758, '10000-14999': 1.096124924169347, '15000-19999': 1.104724568325631, '20000-24999': 1.104724568325631, '25000-29999': 0.9945407603659658, '30000-34999': 1.0050536736674425, '35000-39999': 0.9987271498802793, '40000-44999': 0.993654630130423, '45000-49999': 0.924117513648185, '50000-59999': 0.9218869768002518, '60000-74999': 0.7945509457409188, '75000-99999': 0.7985323438000029, '100000-124999': 0.7240882367755591, '125000-149999': 0.7255741914624897, '150000-199999': 0.6246539202333263, '200000-10000000': 0.6239615420317552}","{'1000-9999': 0.36212323560961446, '10000-14999': 0.10742010382073973, '15000-19999': 0.0750671090800911, '20000-24999': 0.0750671090800911, '25000-29999': 0.06446667643657016, '30000-34999': 0.052222871611809434, '35000-39999': 0.044611051802925336, '40000-44999': 0.038651466774693874, '45000-49999': 0.03689376468145699, '50000-59999': 0.028654797569295187, '60000-74999': 0.02678433766350128, '75000-99999': 0.0206841371008719, '100000-124999': 0.017405352088735726, '125000-149999': 0.014553102371927813, '150000-199999': 0.013294497664560841, '200000-10000000': 0.0010719160365798928}"
North Carolina,NC,61646.64,1824.87,14673.74,58131.39,73290.93,11858.41,4686.29,42644.28,546.76,86.03,485.8,134937.57,0.456853047,0.01352381,0.108744659,0.430802111,0.543146953,0.087880714,0.03472932,0.316029702,0.004051948,0.000637554,0.003600183,1,2684292,2758773,5524802,0.485862118,0.499343325,26164.25887,10257.8156,73702.12411,39860.07447,3131.003546,1086.22463,10.25177305,82052.64655,0.187300126,2.863736565,0.000381924,3.60E-05,187.3001256,82052646.55,1652848,0.006517564,4593044,0.018111441,298795,0.001178218,776043,0.003060118,54727,0.000215801,10500,10,No state-level incentive,0,Net metering; TOU netting rules in effect,10917.08811,870.61,1031.077,108127.286,129691.558,65.728,69.461,8384.099,8929.151,34.332,34.73,4918.336,4975.686,970.67,1135.27,121429.72,143596.4,0.026531745,0.033013194,0.028058085,0.035195471,160.467,21564.272,0.040789294,"{'1000-9999': 0.6983885860315096, '10000-14999': 0.6560045524035087, '15000-19999': 0.6567550829716206, '20000-24999': 0.6567550829716206, '25000-29999': 0.6069983983951791, '30000-34999': 0.6070394990367065, '35000-39999': 0.607570197474064, '40000-44999': 0.6055733987950984, '45000-49999': 0.5697836187000582, '50000-59999': 0.5697223264611848, '60000-74999': 0.5275705552494495, '75000-99999': 0.5284511985504224, '100000-124999': 0.4698380660761258, '125000-149999': 0.46901178315044434, '150000-199999': 0.3964203406370718, '200000-10000000': 0.3959359168479668}","{'1000-9999': 0.36521661503250935, '10000-14999': 0.104296590346302, '15000-19999': 0.07430787369166231, '20000-24999': 0.07430787369166231, '25000-29999': 0.06230907753631338, '30000-34999': 0.04995208664144805, '35000-39999': 0.04292571624519355, '40000-44999': 0.03717575040473163, '45000-49999': 0.03442343379672357, '50000-59999': 0.02669143284597968, '60000-74999': 0.023761841646081444, '75000-99999': 0.018347811030504424, '100000-124999': 0.015857516041926346, '125000-149999': 0.013048112508214006, '150000-199999': 0.012166778913714564, '200000-10000000': 0.0010447275164455632}"
North Dakota,ND,18043.02,0,24831.19,1453.36,26359.66,1.72,1791.41,0,16249.89,0,75.11,44402.68,0.406349797,0,0.559227281,0.032731358,0.593650203,3.87E-05,0.040344637,0,0.365966424,0,0.001691565,1,114902,235595,361819,0.317567624,0.651140487,27496.15385,11641.92308,81591.92308,42946.07692,2904.461538,971.9423077,1.846153846,89051.68281,0.142579835,2.846208293,5.05E-05,2.15E-06,142.5798346,89051682.81,16808,6.63E-05,303167,0.001195458,8725,3.44E-05,12058,4.75E-05,7774,3.07E-05,12250,24,No state-level incentive,0,Net billing; export credit at avoided cost,1.769652361,1425.066,1587.724,96508.984,117380.688,1597.118,1863.805,129053.057,151154.031,12.672,15.895,1015.2,1323.445,3034.86,3467.42,226577.24,269858.16,0.043428731,0.029465919,0.043205789,0.031854568,162.658,20871.704,0.041346227,"{'1000-9999': 0.826330706020978, '10000-14999': 0.8712297463843458, '15000-19999': 0.8835217264297698, '20000-24999': 0.8835217264297698, '25000-29999': 0.7578590297871761, '30000-34999': 0.7599613537314931, '35000-39999': 0.7566213081465042, '40000-44999': 0.7595407137577757, '45000-49999': 0.7490780749180724, '50000-59999': 0.7433208143528802, '60000-74999': 0.6426954685261015, '75000-99999': 0.6434449071742927, '100000-124999': 0.5650843856496172, '125000-149999': 0.5679316930753424, '150000-199999': 0.47268899264246933, '200000-10000000': 0.4753035383000054}","{'1000-9999': 0.22283916993182765, '10000-14999': 0.06490369053577955, '15000-19999': 0.04631214875294892, '20000-24999': 0.04631214875294892, '25000-29999': 0.04196280551196807, '30000-34999': 0.03377940445156262, '35000-39999': 0.028417780735696715, '40000-44999': 0.025074764599252793, '45000-49999': 0.022164858948161704, '50000-59999': 0.0174390077266172, '60000-74999': 0.016336728888952413, '75000-99999': 0.012554050740112928, '100000-124999': 0.011234251786616856, '125000-149999': 0.009131021213242772, '150000-199999': 0.008717341282128024, '200000-10000000': 0.0005551970399005165}"
Ohio,OH,22274.59,530.15,42992.71,68864.95,112971.31,1246.67,506.97,16826.79,3154.01,10,1113.65,135245.9,0.16469697,0.003919897,0.317885496,0.509183273,0.83530303,0.009217803,0.003748505,0.124416267,0.023320559,7.39E-05,0.008234261,1,2679165,3154834,5922202,0.452393383,0.532713001,19225.95465,7977.47619,70201.6576,37870.2517,2584.972789,955.4716319,6.428571429,89896.45263,0.231303977,4.563632877,0.000312883,1.65E-05,231.3039773,89896452.63,1388075,0.005473503,6214533,0.02450535,259012,0.001021345,404951,0.001596816,13043,5.14E-05,12250,11,No state-level incentive,0,"Net metering; full retail credit, some property tax exemptions",1304.769245,171.545,216.639,11020.149,13498.722,143.079,134.978,10136.841,9350.929,32.066,36.528,2107.644,2408.9,346.69,388.145,23264.63,25258.55,0.005227815,0.003364649,0.005895268,0.00366326,45.094,2478.573,0.011462497,"{'1000-9999': 0.8401076971827383, '10000-14999': 0.8730512926999894, '15000-19999': 0.859473223582532, '20000-24999': 0.859473223582532, '25000-29999': 0.7466640534196491, '30000-34999': 0.7467092781177058, '35000-39999': 0.7442206328351075, '40000-44999': 0.7416403921968767, '45000-49999': 0.725322335250436, '50000-59999': 0.7297249566151309, '60000-74999': 0.6318956569713607, '75000-99999': 0.6333366507056833, '100000-124999': 0.5577507975981527, '125000-149999': 0.5575552414353924, '150000-199999': 0.4648814378239763, '200000-10000000': 0.46346173346900355}","{'1000-9999': 0.2906544422641102, '10000-14999': 0.08070346096023097, '15000-19999': 0.05910701473992036, '20000-24999': 0.05910701473992036, '25000-29999': 0.05241298115336131, '30000-34999': 0.04244170583072054, '35000-39999': 0.03662809167540716, '40000-44999': 0.0317090655800598, '45000-49999': 0.02861972382844874, '50000-59999': 0.02196476403865507, '60000-74999': 0.020692467269435313, '75000-99999': 0.015885450189389545, '100000-124999': 0.014288249155085095, '125000-149999': 0.011542667665216949, '150000-199999': 0.010798622703249943, '200000-10000000': 0.0006911590509064932}"
Oklahoma,OK,39777.71,311.79,8954.03,36022.92,45009.86,166.82,1679.1,0,37552.75,67.25,32.91,84787.57,0.469145536,0.003677308,0.105605456,0.424860861,0.530854464,0.001967505,0.01980361,0,0.442903954,0.000793159,0.000388147,1,503890,1020280,1560699,0.322861743,0.653732718,18447.25781,7209.398438,67572.38281,35667.67969,2563.1875,1128.236421,6.2421875,106051.0402,0.224216564,6.775398824,0.000476638,1.37E-05,224.2165642,106051040.2,230275,0.000908028,1579908,0.006229945,80042,0.000315624,319114,0.001258341,111830,0.000440972,12250,12,No state-level incentive,0,No net metering; voluntary utility programs only,147.8590807,98.798,124.872,11585.121,14599.163,13.674,18.609,1607.975,2184.54,1.865,3.093,232.192,377.807,114.337,146.574,13425.29,17161.51,0.003010858,0.003537145,0.003398067,0.003961896,26.074,3014.042,0.006627781,"{'1000-9999': 0.7351994835570757, '10000-14999': 0.6818301966910657, '15000-19999': 0.6828397278652018, '20000-24999': 0.6828397278652018, '25000-29999': 0.6331956726396419, '30000-34999': 0.6332691915042518, '35000-39999': 0.6344011277209203, '40000-44999': 0.6317967723977242, '45000-49999': 0.5909884260477075, '50000-59999': 0.5938469568019312, '60000-74999': 0.5508528201660061, '75000-99999': 0.5530907706972839, '100000-124999': 0.489690887345237, '125000-149999': 0.4880619499134809, '150000-199999': 0.4142849852655558, '200000-10000000': 0.4131332347491863}","{'1000-9999': 0.292007302549186, '10000-14999': 0.10995388334145918, '15000-19999': 0.07705762503443057, '20000-24999': 0.07705762503443057, '25000-29999': 0.06522970946305742, '30000-34999': 0.05368305261511083, '35000-39999': 0.045422889641682146, '40000-44999': 0.03993724075720267, '45000-49999': 0.037299101950781476, '50000-59999': 0.0288383784301694, '60000-74999': 0.02522667096619064, '75000-99999': 0.019330276078789847, '100000-124999': 0.017002509583607314, '125000-149999': 0.014108149977158296, '150000-199999': 0.012589363289690554, '200000-10000000': 0.0009354874778342655}"
